text,label
"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. --------------------------- Oracle Communications MetaSolv Solution --------------------------- The circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. The order number is . The Circuit ID is ---. --------------------------- OK --------------------------- PSR ",Miscellaneous

" Unable to validate PSR, Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Delegation

" Unable to validate PSR, Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. STUCK IN EXCEPTN; ERROR UNABLE TO FIND THE NG WIRECENTER TN -PIN PSR ",Training

" Unable to complete DEELGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Mb Mb Product group . The Service Item had already been disconnected on another order.. Error Code The Service Item had already been disconnected on another order.Error Code Unable to process item Mb Mb Product group . The Service Item had already been disconnected on another order.. Tn PSR ",Training

" Unable to complete DD task.Telephone,Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. PSR ",Training

" Unable to validate the PSR. ERROR The tn is assigned on another account. Tn PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error Message Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" Unable to validate PSR, Telephone , Error MessageAn Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. TRYING TO CHANGE TO BONDED ON PINS NO OPTION TO CHANGE PINS IN TRIED ORDERS NO OPTION TO CHANGE PINS IN NEXT GEN PHONE -- PSR ",Training

" unable to complete modasgn -- ORA-ERROR WHILE WORKING VCONDES. ERROR ORA- ORA- SP_QUALIFY_DUALQUAL ORA- NOT ABLE TO FIND CUSTOMER ASSIGNED WIRECENTER IN NEXTGEN MSS PER TROUBLE GUIDE CHANGED THE SPEED TO MB RANGE FROM MB RANGE AND STILL GOT AN ERROR PSR ",Training

" Unable to Validate PSR,Telephone,Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" Unable to compete ADDASGN,Telephone,Error MessageNo valid pin assignment for Bonded customers PSR ",Training

" Unable to complete DD task.Telephone,Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. PSR ",Training

" Unable to Validate PSR,Telephone,Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Delegation

" Unable to compete ADDASGN,Telephone,Error MessageNo valid pin assignment for Bonded customers PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageUnable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error Error in executeCopyServItemProc SF_COPY_SR ORA- integrity constraint ASAP.FK_SR_LO__NE_LO_AD violated - parent key not found.Error Code Invalid order information, please verify. PSR ",Data

" Unable to complete BBCOMP QUEUE. Tn PSR ",Miscellaneous

" Unable to complete PCONDES ADDASGN QUEUE. Error Physical circuit is not assign to the port. Tn PSR ",Training

" Unable to complete DD task.Telephone,Error MessageUnable to find NGMSS Provisioning order Number in HWIN. PSR ",Training

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to complete DELEGOCT task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error MessageReturnCd - - ReturnText ASAP.SERVICE_REQUEST_CIRCUIT record not found - ORA- no data found PSR ",Delegation

" Unable to validate PSR, Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnText Unable to complete supplement correction and or due date Exception thrown during Order API execution. Message Exception Thrown Supplementing Order . Message The order does not validate. Therefore it cannot be supplemented.Error Code The order does not validate. Therefore it cannot be supplemented. PSR ",Delegation

" Unable to complete DELEGORD task.Telephone,Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. PSR ",Data

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error MessageThe MSS Exchange is not found on the account. PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Delegated PSR Order has not passed NGMSS order validation. Correct the order validation error in NGMSS side and manually assign the provision plan. Exception thrown during Order API execution. Message Exception Thrown Execute Finish Order . Message nullError Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values. PSR ",Data

" MSS NEXTGEN WILL NOT LET ME REMOVE PIN AND PUT CUSTOMER ON PINS & . FOUND THE CUSTOMER IN THIS CONDITION. TN= PSR ",Training

" Unable to complete BBDES task.Telephone,Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",Delegation

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Unable to close DD on my completed order ISR -CAP due to Service delivery order PSR . PSR ISR -CAP ",

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Unable to close order due to dlr pop up. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. unable to close the DD task in the LNP OUT NextGen and hPAE . See attached screenshot PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. unable to close DD task in the LNP OUT QUE please see attached screenshot PSR ",Migration

" Unable to find BBCOMP QUEUE. Tn PSR ",

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. --------------------------- Oracle Communications MetaSolv Solution --------------------------- parent connection for this service request has other connections riding it, which are still in service. All child connections must be disconnected from parent connection before the order disconnecting the parent can have its Due Date completed. The DD on row is violating the constraint. The order number is . The Circuit ID is KQ-- IP NUVX . --------------------------- OK --------------------------- tnr PSR ",Data

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. --------------------------- Oracle Communications MetaSolv Solution --------------------------- This order includes circuits which are not in the appropriate status for the circuit activity. Another order must be completed against these circuits to change them into the appropriate status before this order can be due date completed. The DD on row is violating the constraint. The order number is . The Circuit ID is -DAT-. --------------------------- OK --------------------------- tnr PSR ",Data

" CUST SHOULD BE DISCONNECTED ORA NO DATA FOUND PSR ",

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Data

" Unable to find BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Actiontec -ADSL Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Error Code Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.Error Code Unable to process item Actiontec -ADSL Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Tn PSR ",Data
